title,price,region,link
"Кружки ""Кофе"" для коллекции в Екатеринбурге",300,екатеринбург,https://www.avito.ru/ekaterinburg/kollektsionirovanie/kruzhki_kofe_dlya_kollektsii_7619929624?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе зерновой 1 кг оптом и в розницу в Екатеринбурге,999,екатеринбург,https://www.avito.ru/ekaterinburg/produkty_pitaniya/kofe_zernovoy_1_kg_optom_i_v_roznitsu_7615293720?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Пока не остыл кофе. Тосикадзу Кавагути в Екатеринбурге,198,екатеринбург,https://www.avito.ru/ekaterinburg/knigi_i_zhurnaly/poka_ne_ostyl_kofe._tosikadzu_kavaguti_7571027755?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе машина в Екатеринбурге,3000,екатеринбург,https://www.avito.ru/ekaterinburg/bytovaya_tehnika/kofe_mashina_7590636274?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Капсулы кофе nespresso LOR в Екатеринбурге,15,екатеринбург,https://www.avito.ru/ekaterinburg/produkty_pitaniya/kapsuly_kofe_nespresso_lor_7325908408?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе и чай СССР в Екатеринбурге,810,екатеринбург,https://www.avito.ru/ekaterinburg/kollektsionirovanie/kofe_i_chay_sssr_7327504033?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе для Кофемашины Новые в Екатеринбурге,1449,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/kofe_dlya_kofemashiny_novye_7445473374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофемолка ручная в Екатеринбурге,440,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/kofemolka_ruchnaya_7661722865?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Набор для специй с полочкой в Екатеринбурге,500,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/nabor_dlya_spetsiy_s_polochkoy_2455560291?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Керамические кружки для чая и кофе в Екатеринбурге,799,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/keramicheskie_kruzhki_dlya_chaya_i_kofe_7438375355?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофемашина zelmer в Екатеринбурге,2000,екатеринбург,https://www.avito.ru/ekaterinburg/bytovaya_tehnika/kofemashina_zelmer_7450615734?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Чай и кофе СССР в Екатеринбурге,1,екатеринбург,https://www.avito.ru/ekaterinburg/kollektsionirovanie/chay_i_kofe_sssr_7570835558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Оригинальные кофе капсулы Nespresso Original в Екатеринбурге,675,екатеринбург,https://www.avito.ru/ekaterinburg/produkty_pitaniya/originalnye_kofe_kapsuly_nespresso_original_7496859096?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Strawberry Pound Cake Paris Corner(10 мл) в Екатеринбурге,760,екатеринбург,https://www.avito.ru/ekaterinburg/krasota_i_zdorove/strawberry_pound_cake_paris_corner10_ml_7571201820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофейня самообслуживания в Екатеринбурге,150000,екатеринбург,https://www.avito.ru/ekaterinburg/oborudovanie_dlya_biznesa/kofeynya_samoobsluzhivaniya_7605607794?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Чёрный Кофе винил в Екатеринбурге,299,екатеринбург,https://www.avito.ru/ekaterinburg/kollektsionirovanie/chernyy_kofe_vinil_7563753352?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе в Екатеринбурге,500,екатеринбург,https://www.avito.ru/ekaterinburg/rasteniya/kofe_7557669748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Дэниэль Бергер в Екатеринбурге,300,екатеринбург,https://www.avito.ru/ekaterinburg/knigi_i_zhurnaly/deniel_berger_7211019574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе ZIA в зернах в Екатеринбурге,1400,екатеринбург,https://www.avito.ru/ekaterinburg/produkty_pitaniya/kofe_zia_v_zernah_7617722654?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
"Книга ""Черный кофе"" Агата Кристи в Екатеринбурге",196,екатеринбург,https://www.avito.ru/ekaterinburg/knigi_i_zhurnaly/kniga_chernyy_kofe_agata_kristi_7639017919?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе в Екатеринбурге,450,екатеринбург,https://www.avito.ru/ekaterinburg/rasteniya/kofe_4971913100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
"Турка для кофе СССР,медная в Екатеринбурге",1100,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/turka_dlya_kofe_sssrmednaya_3249760841?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Рубашка кофе капучино в Екатеринбурге,350,екатеринбург,https://www.avito.ru/ekaterinburg/odezhda_obuv_aksessuary/rubashka_kofe_kapuchino_4318944993?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе бразильский из 90-х (СССР) для антуража в Екатеринбурге,470,екатеринбург,https://www.avito.ru/ekaterinburg/kollektsionirovanie/kofe_brazilskiy_iz_90-h_sssr_dlya_anturazha_4825533513?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе машина капсульная в Екатеринбурге,3000,екатеринбург,https://www.avito.ru/ekaterinburg/bytovaya_tehnika/kofe_mashina_kapsulnaya_7311922208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Турка для кофе медная в Екатеринбурге,500,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/turka_dlya_kofe_mednaya_7653575224?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Кофе для кофемашины и турки — Poetti Daily Arabica в Екатеринбурге,1300,екатеринбург,https://www.avito.ru/ekaterinburg/produkty_pitaniya/kofe_dlya_kofemashiny_i_turki_poetti_daily_arabica_7653432306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
Посуда кофе в Екатеринбурге,500,екатеринбург,https://www.avito.ru/ekaterinburg/posuda_i_tovary_dlya_kuhni/posuda_kofe_7616351099?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMd2J6azd1cE9US3JvUElzIjt9JfbAlz8AAAA
