title,price,region,link
Кофе раствримый Гевалия 200 г в Санкт-Петербурге,745,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_rastvrimyy_gevaliya_200_g_1938146205?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе времён СССР в Санкт-Петербурге,350,санкт-петербург,https://www.avito.ru/sankt-peterburg/kollektsionirovanie/kofe_vremen_sssr_7581444811?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе молотый турецкий в Санкт-Петербурге,500,санкт-петербург,https://www.avito.ru/sankt-peterburg/krasota_i_zdorove/kofe_molotyy_turetskiy_7619105075?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе Крема Арома то в Санкт-Петербурге,1800,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_krema_aroma_to_3277030834?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе молотый Kulta Katriina в Санкт-Петербурге,750,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_molotyy_kulta_katriina_7572848103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Турка для кофе в Санкт-Петербурге,400,санкт-петербург,https://www.avito.ru/sankt-peterburg/posuda_i_tovary_dlya_kuhni/turka_dlya_kofe_7587387026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе журнал + блокнот для бариста и кофемана в Санкт-Петербурге,300,санкт-петербург,https://www.avito.ru/sankt-peterburg/knigi_i_zhurnaly/kofe_zhurnal_bloknot_dlya_barista_i_kofemana_7629455796?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе растворимый в Санкт-Петербурге,1700,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_rastvorimyy_2386621835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофемашина в Санкт-Петербурге,95000,санкт-петербург,https://www.avito.ru/sankt-peterburg/oborudovanie_dlya_biznesa/kofemashina_7578228727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе lofbergs молотый и зерно в Санкт-Петербурге,900,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_lofbergs_molotyy_i_zerno_7573696052?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Продавец - Бариста в Санкт-Петербурге,55000,санкт-петербург,https://www.avito.ru/sankt-peterburg/vakansii/prodavets_-_barista_3292714832?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе зерновой 1 кг в Санкт-Петербурге,1000,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_zernovoy_1_kg_7380330727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Капсулы Nespresso в Санкт-Петербурге,140,санкт-петербург,https://www.avito.ru/sankt-peterburg/bytovaya_tehnika/kapsuly_nespresso_7459969799?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе якобс монарх в Санкт-Петербурге,450,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_yakobs_monarh_7609715131?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе молотый из Финляндии в Санкт-Петербурге,850,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_molotyy_iz_finlyandii_7547483555?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Банка жестяная IKEA в Санкт-Петербурге,200,санкт-петербург,https://www.avito.ru/sankt-peterburg/posuda_i_tovary_dlya_kuhni/banka_zhestyanaya_ikea_7608333306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Продукция NL коктейли в Санкт-Петербурге,100,санкт-петербург,https://www.avito.ru/sankt-peterburg/sport_i_otdyh/produktsiya_nl_kokteyli_7564341278?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Зерновой кофе Piazza Caffe и Lorenzo в Санкт-Петербурге,1000,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/zernovoy_kofe_piazza_caffe_i_lorenzo_7617147318?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе бушидо в Санкт-Петербурге,750,санкт-петербург,https://www.avito.ru/sankt-peterburg/posuda_i_tovary_dlya_kuhni/kofe_bushido_7607203546?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Nepsresso кофе в Санкт-Петербурге,100,санкт-петербург,https://www.avito.ru/sankt-peterburg/posuda_i_tovary_dlya_kuhni/nepsresso_kofe_7324258530?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе растворимый monarch 95гр в Санкт-Петербурге,250,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_rastvorimyy_monarch_95gr_7638818992?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
"Кофе растворимый monarch оригинал, нескафе голд в Санкт-Петербурге",500,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_rastvorimyy_monarch_original_neskafe_gold_7571381858?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зернах 1кг эфиопия юджи 5 грейд в Санкт-Петербурге,1050,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_v_zernah_1kg_efiopiya_yudzhi_5_greyd_7325499451?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зернах 1 кг в Санкт-Петербурге,1000,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_v_zernah_1_kg_7653940675?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Продавец кассир в пекарню (м. Пл. Мужества) в Санкт-Петербурге,60000,санкт-петербург,https://www.avito.ru/sankt-peterburg/vakansii/prodavets_kassir_v_pekarnyu_m._pl._muzhestva_7525136593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зернах / оптом стм 40руб в Санкт-Петербурге,40,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_v_zernah_optom_stm_40rub_7532222983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Продавец-кассир пекарня Хлебник в Санкт-Петербурге,82000,санкт-петербург,https://www.avito.ru/sankt-peterburg/vakansii/prodavets-kassir_pekarnya_hlebnik_7542696090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зернах оптом в Красном Селе,920,санкт-петербург,https://www.avito.ru/sankt-peterburg_krasnoye_selo/produkty_pitaniya/kofe_v_zernah_optom_2587973929?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зёрнах и молотый в Санкт-Петербурге,500,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_v_zernah_i_molotyy_7232359103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе Lebo зерно 1кг. тонизирующий в Санкт-Петербурге,1500,санкт-петербург,https://www.avito.ru/sankt-peterburg/sport_i_otdyh/kofe_lebo_zerno_1kg._toniziruyuschiy_7569382890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе фильтр Sip Home в Санкт-Петербурге,450,санкт-петербург,https://www.avito.ru/sankt-peterburg/posuda_i_tovary_dlya_kuhni/kofe_filtr_sip_home_7693122475?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Капсулы кофе tassimo в Санкт-Петербурге,500,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kapsuly_kofe_tassimo_7528312876?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе обжаренный в зернах 100% Арабика в Санкт-Петербурге,1150,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_obzharennyy_v_zernah_100_arabika_7246038599?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Мастер маникюра в Санкт-Петербурге,80000,санкт-петербург,https://www.avito.ru/sankt-peterburg/vakansii/master_manikyura_4210960951?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в Санкт-Петербурге,56,санкт-петербург,https://www.avito.ru/sankt-peterburg/kollektsionirovanie/kofe_7446796233?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе в зернах 1 кг в Санкт-Петербурге,1200,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_v_zernah_1_kg_7615338501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе зерновой Бразилия Арабика 1 кг в Санкт-Петербурге,1550,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_zernovoy_braziliya_arabika_1_kg_3686653976?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофемолка. Жернова. ручная из СССР в Санкт-Петербурге,400,санкт-петербург,https://www.avito.ru/sankt-peterburg/kollektsionirovanie/kofemolka._zhernova._ruchnaya_iz_sssr_7554033146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
Кофе santa ricci intenso (Санта ричи интенсо) Тёмн в Санкт-Петербурге,1200,санкт-петербург,https://www.avito.ru/sankt-peterburg/produkty_pitaniya/kofe_santa_ricci_intenso_santa_richi_intenso_temn_7563907337?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGWHprUExNVFpZTWtLNzd1Ijt9C0qQfj8AAAA
